CustomerID,Recency,Frequency,Monetary,Cluster
12441.0,1,1,173.55,0
12443.0,367,1,485.31,1
12445.0,55,1,301.58000000000004,0
12449.0,45,2,768.6,0
12450.0,34,3,490.32,0
12451.0,98,3,3634.36,0
12454.0,30,4,13151.44,0
12455.0,80,4,3413.09,0
12457.0,70,1,632.68,0
12458.0,62,2,830.09,0
12459.0,240,1,454.36,1
12460.0,91,1,326.65,0
12466.0,317,1,56.73,1
12467.0,58,1,132.8,0
12468.0,161,3,2941.2,1
12469.0,157,2,3070.54,1
12470.0,324,1,211.95,1
12471.0,9,49,20139.739999999998,3
12472.0,4,13,11308.48,0
12474.0,13,13,5048.66,0
12475.0,44,1,426.26,0
12476.0,31,12,7298.99,0
12477.0,34,3,7056.63,0
12480.0,34,3,2183.2200000000003,0
12481.0,0,6,6765.07,0
12482.0,211,29,23691.4,3
12483.0,13,11,2635.6,0
12484.0,118,6,1828.43,0
12485.0,164,1,708.1,1
12486.0,66,1,1037.28,0
12487.0,365,1,285.29999999999995,1
12490.0,13,11,4405.71,0
12492.0,38,1,452.0,0
12494.0,0,3,626.77,0
12495.0,275,1,357.4,1
12496.0,255,2,54.09,1
12497.0,35,2,5205.400000000001,0
12499.0,195,1,393.72,1
12500.0,70,8,1697.39,0
12503.0,219,1,1126.0,1
12504.0,52,2,297.0,0
12505.0,43,1,955.2,0
12507.0,219,1,539.25,1
12510.0,94,7,4195.45,0
12511.0,63,1,3084.02,0
12514.0,276,1,580.08,1
12516.0,65,2,1336.56,0
12519.0,111,1,385.7,0
12523.0,9,12,2582.38,0
12524.0,23,9,6640.39,0
12525.0,133,3,973.73,0
12527.0,129,2,386.8,0
12529.0,163,1,316.48,1
12530.0,50,5,2096.98,0
12531.0,321,1,1807.98,1
12533.0,262,2,1367.89,1
12537.0,43,1,732.94,0
12538.0,13,1,276.5,0
12539.0,85,3,5646.400000000001,0
12540.0,13,16,8854.25,0
12542.0,119,2,481.88,0
12543.0,83,1,980.25,0
12547.0,135,1,175.78,0
12549.0,210,6,1575.68,1
12553.0,20,2,916.47,0
12554.0,83,1,468.5,0
12555.0,317,1,129.23,1
12557.0,6,4,6725.18,0
12562.0,20,2,1185.18,0
12563.0,43,1,249.24,0
12567.0,2,7,4308.58,0
12568.0,279,1,70.0,1
12570.0,317,1,77.52,1
12573.0,16,4,556.87,0
12575.0,92,2,622.8199999999999,0
12576.0,27,3,826.89,0
12577.0,16,5,995.9499999999999,0
12578.0,20,2,1847.94,0
12580.0,211,1,637.2,1
12582.0,57,2,1469.04,0
12583.0,8,13,7166.0599999999995,0
12586.0,9,3,1865.73,0
12588.0,34,3,743.88,0
12589.0,56,6,4048.98,0
12591.0,25,2,899.3,0
12592.0,154,3,2145.06,1
12594.0,13,5,1751.89,0
12595.0,139,1,299.02,1
12598.0,98,3,1511.01,0
12599.0,16,6,1264.14,0
12600.0,6,12,2444.88,0
12601.0,39,1,104.19999999999999,0
12605.0,11,4,1232.95,0
12606.0,317,1,21.0,1
12608.0,39,1,415.79,0
12609.0,9,6,2309.01,0
12613.0,23,5,3490.69,0
12615.0,48,4,3449.79,0
12616.0,23,1,417.8,0
12619.0,195,1,140.14,1
12621.0,0,16,11086.14,0
12623.0,51,6,3442.7400000000002,0
12625.0,144,2,2481.06,1
12629.0,20,2,1558.22,0
12631.0,91,5,2841.07,0
12632.0,155,2,804.88,1
12633.0,17,3,3514.18,0
12634.0,170,2,490.0,1
12635.0,27,2,1241.23,0
12636.0,373,1,141.0,1
12637.0,13,4,2318.41,0
12638.0,274,1,249.8,1
12639.0,69,2,826.27,0
12643.0,20,6,5005.78,0
12644.0,65,3,1440.58,0
12645.0,44,4,1764.12,0
12647.0,2,27,14201.53,3
12648.0,72,3,793.95,0
12649.0,17,5,1671.1399999999999,0
12651.0,13,3,263.75,0
12652.0,69,1,97.05000000000001,0
12653.0,161,1,1950.98,1
12655.0,58,1,261.35,0
12656.0,60,3,2356.66,0
12661.0,71,1,162.0,0
12662.0,8,10,3138.2400000000002,0
12663.0,259,2,239.4,1
12664.0,149,2,1188.16,1
12665.0,52,2,250.6,0
12666.0,29,1,1248.42,0
12668.0,13,6,7637.53,0
12670.0,20,2,764.24,0
12671.0,241,1,2622.481,1
12672.0,230,1,211.15,1
12673.0,36,1,619.5,0
12675.0,188,2,958.5,1
12676.0,43,5,1511.7,0
12677.0,190,2,395.1,1
12678.0,10,9,16652.72,0
12681.0,2,24,17080.74,3
12682.0,0,23,11745.69,0
12683.0,0,8,4220.21,0
12686.0,6,1,89.14,0
12687.0,115,2,2138.91,0
12691.0,55,1,134.6,0
12692.0,272,1,110.95,1
12693.0,31,3,847.11,0
12694.0,56,1,973.68,0
12695.0,163,3,825.02,1
12696.0,69,2,851.91,0
12698.0,225,1,339.75,1
12699.0,52,1,638.11,0
12701.0,164,4,1648.7,1
12703.0,268,3,722.98,1
12705.0,18,5,4893.81,0
12708.0,3,9,2601.19,0
12709.0,1,20,21356.82,0
12711.0,246,2,1339.05,1
12712.0,0,10,2797.53,0
12714.0,23,7,9384.85,0
12717.0,225,1,277.93,1
12720.0,4,6,2478.94,0
12721.0,20,2,1356.95,0
12724.0,18,3,1286.11,0
12725.0,6,4,2266.76,0
12726.0,22,4,1405.5,0
12727.0,77,3,1698.8300000000002,0
12728.0,18,1,233.84,0
12730.0,156,1,829.25,1
12731.0,77,5,6879.8,0
12733.0,24,3,2040.92,0
12734.0,9,2,529.25,0
12737.0,133,2,3710.5,0
12738.0,7,1,155.35,0
12739.0,20,2,1713.69,0
12741.0,164,2,406.07,1
12742.0,260,1,1201.52,1
12744.0,94,4,4037.77,0
12745.0,121,3,925.41,0
12746.0,175,1,254.55,1
12747.0,4,16,5080.53,0
12748.0,0,144,22879.66,3
12749.0,34,4,2806.48,0
12751.0,79,1,268.27,0
12755.0,0,10,5218.709999999999,0
12758.0,94,5,7111.650000000001,0
12759.0,21,5,3489.3,0
12760.0,90,1,347.8,0
12761.0,92,2,782.95,0
12763.0,4,1,320.08,0
12765.0,107,6,1404.58,0
12766.0,1,3,3078.65,0
12767.0,10,1,949.82,0
12768.0,85,1,168.69000000000003,0
12770.0,91,1,1895.0,0
12771.0,120,1,282.3,0
12773.0,199,1,124.25,1
12774.0,170,1,98.7,1
12775.0,23,2,300.08,0
12776.0,302,1,55.5,1
12777.0,92,1,519.45,0
12778.0,31,3,953.45,0
12779.0,6,7,2740.91,0
12780.0,233,1,337.4,1
12782.0,9,6,2287.32,0
12784.0,164,1,1230.33,1
12785.0,170,2,788.45,1
12786.0,244,1,728.5,1
12787.0,48,1,398.52,0
12788.0,98,4,444.9,0
12789.0,147,2,181.5,1
12790.0,45,1,266.93,0
12791.0,8,6,863.51,0
12792.0,169,1,426.47,1
12793.0,6,2,471.85,0
12796.0,263,1,381.0,1
12797.0,0,2,552.08,0
12798.0,56,1,1533.8899999999999,0
12799.0,164,1,219.35,1
12800.0,105,3,584.25,0
12801.0,135,1,1071.82,0
12802.0,77,6,1988.84,0
12803.0,28,1,1092.81,0
12804.0,100,2,327.02,0
12805.0,16,4,1434.95,0
12806.0,70,4,2878.96,0
12807.0,18,1,330.35,0
12808.0,3,3,422.45,0
12809.0,200,2,1266.63,1
12810.0,169,2,534.99,1
12811.0,13,2,519.05,0
12813.0,136,3,1687.8,0
12817.0,34,2,524.94,0
12819.0,93,1,540.52,0
12820.0,32,7,1747.18,0
12821.0,246,1,128.07999999999998,1
12823.0,29,13,4742.0,0
12825.0,156,2,518.63,1
12826.0,0,6,1481.03,0
12829.0,185,1,92.30000000000001,1
12831.0,98,2,236.06,0
12835.0,62,41,6043.31,3
12836.0,24,11,3972.76,0
12837.0,204,1,554.31,1
12838.0,8,9,2715.35,0
12839.0,2,13,4480.31,0
12840.0,72,3,1315.2,0
12841.0,4,17,3518.33,0
12842.0,39,2,799.0,0
12843.0,17,22,4886.15,0
12844.0,77,2,322.64,0
12846.0,317,1,15.58,1
12847.0,22,1,765.36,0
12848.0,310,1,208.0,1
12849.0,16,4,2039.67,0
12850.0,80,1,330.0,0
12851.0,112,1,148.95,0
12853.0,62,5,1950.4,0
12854.0,196,4,1669.52,1
12855.0,7,4,612.84,0
12857.0,71,4,2581.6,0
12858.0,18,1,177.92,0
12859.0,93,1,575.1,0
12860.0,328,1,55.47,1
12861.0,254,1,68.25,1
12862.0,60,2,1008.3199999999999,0
12863.0,14,5,2271.35,0
12864.0,143,1,152.45,1
12865.0,13,2,1755.24,0
12866.0,109,2,668.23,0
12867.0,32,6,3876.47,0
12868.0,8,3,640.0,0
12869.0,316,1,337.66999999999996,1
12870.0,10,3,1676.95,0
12871.0,74,1,363.38,0
12872.0,0,11,3085.52,0
12873.0,32,2,1653.3,0
12874.0,20,2,948.42,0
12875.0,106,3,1013.76,0
12876.0,29,2,1863.77,0
12877.0,36,8,1419.4,0
12880.0,16,2,640.13,0
12887.0,18,1,222.4,0
12889.0,16,4,385.46000000000004,0
12890.0,22,1,336.8,0
12891.0,93,8,509.5,0
12892.0,31,1,263.38,0
12894.0,210,1,157.35,1
12897.0,16,2,297.75,0
12898.0,98,2,310.96000000000004,0
12899.0,48,1,366.4,0
12900.0,57,1,340.33,0
12903.0,63,1,833.53,0
12905.0,211,2,1018.42,1
12907.0,30,2,508.91,0
12908.0,15,3,1026.0,0
12909.0,59,3,924.52,0
12910.0,14,5,2721.48,0
12911.0,186,1,1680.47,1
12913.0,3,9,4217.2300000000005,0
12914.0,35,1,223.98,0
12915.0,7,3,811.1,0
12916.0,77,3,1647.87,0
12917.0,35,5,3765.2,0
12918.0,261,1,10953.5,1
12920.0,206,3,323.86,1
12921.0,1,39,19333.95,3
12923.0,25,2,612.9,0
12924.0,28,8,1535.7,0
12925.0,227,1,35.28,1
12926.0,46,4,1548.46,0
12927.0,29,1,197.31,0
12928.0,13,7,2242.19,0
12931.0,15,42,50291.38,3
12932.0,174,8,1698.56,1
12933.0,15,5,1079.5,0
12934.0,371,1,181.65,1
12935.0,10,8,2083.16,0
12937.0,98,5,1593.34,0
12939.0,14,12,13683.0,0
12941.0,359,1,377.49,1
12942.0,0,1,258.75,0
12943.0,193,2,496.5,1
12945.0,291,1,437.16,1
12946.0,71,1,324.45,0
12947.0,8,1,304.04,0
12948.0,365,2,252.48000000000002,1
12949.0,17,14,11359.48,0
12951.0,21,9,2149.65,0
12953.0,157,1,498.96000000000004,1
12954.0,273,1,162.45,1
12956.0,319,3,413.82,1
12957.0,176,5,4689.43,1
12958.0,35,2,539.49,0
12959.0,119,1,150.95,0
12960.0,48,4,1322.07,0
12961.0,14,1,211.99,0
12963.0,0,5,1744.96,0
12964.0,72,1,132.24,0
12967.0,6,2,2646.02,0
12969.0,237,1,122.45,1
12970.0,15,6,1072.73,0
12971.0,1,33,4782.88,3
12972.0,48,4,1161.2,0
12973.0,48,1,385.55,0
12974.0,200,1,264.15,1
12975.0,71,6,2100.09,0
12976.0,13,7,2417.7799999999997,0
12977.0,136,3,478.39,0
12978.0,20,5,2502.82,0
12979.0,364,1,517.7,1
12980.0,21,12,8870.880000000001,0
12982.0,29,7,2354.27,0
12983.0,233,1,490.08000000000004,1
12986.0,63,10,2729.84,0
12987.0,55,3,753.51,0
12989.0,59,18,6627.64,0
12990.0,52,4,546.0,0
12991.0,24,1,261.06,0
12992.0,360,1,93.35000000000001,1
12993.0,80,4,844.87,0
12996.0,10,1,355.5,0
12997.0,29,4,884.02,0
12998.0,127,3,920.08,0
13000.0,360,1,497.65000000000003,1
13001.0,39,20,14353.28,0
13002.0,51,2,293.18,0
13004.0,21,18,5994.94,0
13005.0,66,2,485.98,0
13007.0,214,1,175.25,1
13008.0,32,2,382.66,0
13009.0,307,1,234.0,1
13010.0,9,2,330.12,0
13011.0,7,1,50.550000000000004,0
13012.0,64,3,1310.99,0
13013.0,6,18,7814.83,0
13014.0,67,1,1914.8,0
13015.0,73,6,3240.14,0
13018.0,48,7,2485.46,0
13019.0,14,6,1229.95,0
13020.0,197,2,618.96,1
13021.0,9,8,2270.86,0
13022.0,64,1,65.3,0
13023.0,163,1,759.13,1
13024.0,105,2,555.87,0
13025.0,366,1,323.39,1
13026.0,123,4,757.72,0
13027.0,20,13,10423.2,0
13029.0,9,2,679.8,0
13030.0,3,1,427.74,0
13031.0,42,5,3419.27,0
13032.0,27,7,1833.37,0
13033.0,64,1,30.0,0
13034.0,4,2,279.91,0
13035.0,66,1,442.32,0
13036.0,319,1,307.1,1
13037.0,34,9,3033.88,0
13039.0,219,4,1010.73,1
13041.0,85,4,799.13,0
13042.0,233,3,1556.54,1
13044.0,127,10,4293.43,0
13045.0,36,2,503.64,0
13046.0,91,1,319.94,0
13047.0,8,17,5557.62,0
13048.0,71,5,2248.3,0
13049.0,24,2,751.5600000000001,0
13050.0,1,19,6507.67,0
13051.0,213,2,155.8,1
13052.0,55,6,2820.38,0
13053.0,256,1,127.65,1
13055.0,64,1,1106.7,0
13056.0,186,1,209.48,1
13057.0,165,3,722.09,1
13059.0,48,9,2119.77,0
13063.0,115,1,188.4,0
13064.0,185,2,561.25,1
13065.0,8,5,1055.05,0
13067.0,44,2,393.05,0
13069.0,4,16,5247.01,0
13070.0,94,3,522.9,0
13071.0,247,1,129.22,1
13073.0,46,2,418.08,0
13074.0,146,4,1378.74,1
13076.0,92,1,135.4,0
13077.0,1,8,2335.4,0
13078.0,1,32,16904.510000000002,3
13079.0,52,1,199.08,0
13080.0,36,3,222.65,0
13081.0,6,19,30867.77,3
13082.0,59,12,3722.12,0
13083.0,60,1,91.67999999999999,0
13084.0,126,1,122.39999999999999,0
13085.0,314,6,2017.2,1
13086.0,17,1,439.33000000000004,0
13087.0,361,1,313.64,1
13088.0,52,1,236.11,0
13089.0,3,109,57912.03,3
13090.0,0,13,5192.27,0
13091.0,364,2,1976.0,1
13092.0,49,7,1662.45,0
13093.0,8,48,47111.18,3
13094.0,3,2,505.8,0
13096.0,29,1,419.70000000000005,0
13097.0,23,18,7378.8,0
13101.0,133,3,594.21,0
13102.0,0,14,5272.83,0
13103.0,72,2,465.70000000000005,0
13104.0,50,3,610.62,0
13105.0,71,1,72.0,0
13106.0,48,1,526.96,0
13107.0,48,5,3721.45,0
13108.0,7,2,748.46,0
13109.0,186,1,347.49,1
13110.0,72,5,1468.8000000000002,0
13111.0,353,1,321.88000000000005,1
13112.0,176,1,20.6,1
13113.0,1,14,6379.7699999999995,0
13114.0,365,1,234.38,1
13115.0,14,6,3199.92,0
13117.0,0,12,1658.8999999999999,0
13118.0,11,4,1217.6,0
13119.0,303,1,134.9,1
13123.0,107,2,506.75,0
13124.0,20,1,916.12,0
13125.0,158,1,158.57,1
13126.0,1,7,1898.6100000000001,0
13128.0,266,1,263.5,1
13129.0,87,2,233.25,0
13131.0,53,4,2240.47,0
13133.0,94,1,90.65,0
13134.0,37,2,681.65,0
13135.0,126,1,275.45,0
13136.0,10,8,3666.9500000000003,0
13137.0,21,8,4062.29,0
13138.0,7,2,504.85,0
13139.0,72,1,3138.04,0
13140.0,1,3,791.96,0
13141.0,20,12,5279.83,0
13143.0,219,1,405.1,1
13144.0,66,1,24.4,0
13145.0,7,4,805.0,0
13148.0,24,14,4914.6900000000005,0
13150.0,119,3,449.96999999999997,0
13151.0,260,2,1322.8700000000001,1
13152.0,52,7,2146.38,0
13154.0,34,3,1624.84,0
13155.0,3,3,778.42,0
13156.0,20,3,1586.54,0
13157.0,44,5,3946.14,0
13158.0,23,1,307.12,0
13161.0,135,1,366.13,0
13162.0,15,12,7587.2,0
13163.0,245,1,17.65,1
13164.0,204,2,372.2,1
13165.0,48,1,429.68,0
13166.0,49,1,466.98,0
13167.0,25,1,333.82,0
13168.0,177,1,556.12,1
13169.0,197,1,127.2,1
13172.0,35,1,69.6,0
13173.0,2,10,2285.7,0
13174.0,4,10,6677.81,0
13175.0,217,2,831.45,1
13177.0,65,1,229.75,0
13178.0,32,10,8333.72,0
13179.0,253,1,572.3100000000001,1
13180.0,242,1,86.10000000000001,1
13181.0,16,1,359.69,0
13183.0,29,6,3078.4,0
13187.0,259,3,130.99,1
13190.0,179,3,570.66,1
13191.0,293,1,164.69,1
13192.0,170,4,1646.6399999999999,1
13194.0,56,1,412.08,0
13195.0,49,1,172.38,0
13196.0,78,3,1271.06,0
13197.0,244,1,373.01000000000005,1
13198.0,22,2,1572.99,0
13199.0,1,30,6615.77,3
13201.0,137,4,1240.6100000000001,0
13202.0,29,7,1580.3,0
13203.0,21,6,1778.79,0
13204.0,366,1,966.6600000000001,1
13205.0,78,1,2803.2,0
13206.0,35,13,8377.32,0
13207.0,86,2,285.6,0
13208.0,84,3,764.6,0
13209.0,149,5,2617.9,1
13211.0,16,7,1531.9,0
13213.0,18,6,2330.94,0
13214.0,52,7,3264.23,0
13215.0,37,1,81.6,0
13217.0,290,1,132.5,1
13219.0,253,1,76.23,1
13220.0,210,1,516.8,1
13222.0,212,1,88.5,1
13223.0,58,4,805.9200000000001,0
13225.0,56,9,9796.23,0
13226.0,28,1,204.25,0
13230.0,0,17,3553.81,0
13233.0,55,2,571.34,0
13234.0,307,2,356.95,1
13237.0,22,1,643.0,0
13238.0,65,2,305.9,0
13239.0,72,4,1265.1299999999999,0
13240.0,0,5,1074.87,0
13241.0,46,1,115.58,0
13242.0,86,4,429.0,0
13243.0,84,4,677.97,0
13245.0,67,1,558.72,0
13246.0,28,5,1400.1299999999999,0
13249.0,36,6,897.52,0
13250.0,95,2,256.04,0
13251.0,37,1,252.68,0
13252.0,29,2,399.3,0
13253.0,65,2,1920.71,0
13254.0,11,1,51.410000000000004,0
13255.0,8,2,504.95,0
13257.0,71,1,149.75,0
13258.0,14,2,336.59999999999997,0
13259.0,32,8,1141.06,0
13262.0,24,2,373.16,0
13263.0,28,4,1250.6200000000001,0
13264.0,77,1,722.5600000000001,0
13266.0,48,7,2300.78,0
13267.0,1,18,5236.77,0
13269.0,4,14,3545.47,0
13270.0,1,1,590.0,0
13274.0,44,1,360.85,0
13275.0,18,2,241.66,0
13276.0,32,3,1348.33,0
13277.0,15,3,264.9,0
13278.0,34,3,893.12,0
13280.0,14,4,1507.77,0
13281.0,74,1,350.85,0
13282.0,41,1,181.05,0
13283.0,202,2,279.7,1
13285.0,235,2,655.47,1
13286.0,235,1,734.91,1
13287.0,238,3,781.59,1
13288.0,78,5,927.61,0
13289.0,358,1,307.95,1
13290.0,73,1,208.63,0
13291.0,49,10,2959.73,0
13292.0,50,3,415.57,0
13293.0,27,6,1192.94,0
13294.0,281,1,815.79,1
13295.0,11,3,900.77,0
13296.0,58,5,705.11,0
13297.0,20,3,2278.77,0
13299.0,58,2,1076.2,0
13300.0,23,2,913.62,0
13302.0,161,1,95.45,1
13303.0,35,1,61.72,0
13304.0,90,3,917.57,0
13305.0,7,7,1753.85,0
13306.0,65,1,53.65,0
13307.0,122,2,258.34,0
13308.0,231,1,284.86,1
13309.0,27,1,249.58,0
13310.0,15,2,409.17,0
13312.0,86,1,124.75,0
13313.0,114,7,1890.0,0
13315.0,324,1,310.26,1
13316.0,27,6,7213.84,0
13317.0,20,13,4212.411,0
13319.0,0,34,11236.95,3
13320.0,69,2,679.4,0
13324.0,63,8,3391.52,0
13326.0,67,1,281.76,0
13327.0,0,14,6251.71,0
13329.0,1,7,4323.97,0
13330.0,90,3,1665.25,0
13331.0,36,1,262.4,0
13333.0,46,3,1015.74,0
13334.0,171,2,2726.93,1
13337.0,181,1,1575.26,1
13338.0,176,3,1958.6,1
13340.0,52,5,11364.08,0
13346.0,97,6,299.4,0
13357.0,129,4,3228.41,0
13359.0,38,1,603.75,0
13360.0,66,4,1553.65,0
13361.0,107,2,1450.5,0
13362.0,13,3,2303.33,0
13363.0,44,1,731.36,0
13367.0,66,1,510.20000000000005,0
13368.0,49,2,498.1,0
13369.0,0,1,308.28000000000003,0
13370.0,6,1,754.87,0
13371.0,140,2,2297.66,0
13373.0,50,3,4274.94,0
13374.0,49,2,422.8,0
13375.0,79,1,1013.58,0
13377.0,31,2,1552.88,0
13380.0,67,1,62.4,0
13381.0,14,6,4585.06,0
13382.0,63,4,1164.59,0
13383.0,178,1,305.28000000000003,1
13384.0,25,4,2528.9,0
13386.0,49,2,835.46,0
13387.0,52,1,189.44,0
13388.0,238,1,508.55,1
13392.0,312,1,91.14,1
13393.0,218,4,1131.45,1
13394.0,14,11,4101.68,0
13395.0,35,2,872.51,0
13397.0,72,5,1647.74,0
13398.0,83,1,213.0,0
13399.0,99,3,275.4,0
13400.0,217,1,310.83,1
13402.0,7,3,913.9000000000001,0
13403.0,22,2,154.5,0
13405.0,116,3,641.36,0
13406.0,62,2,568.92,0
13407.0,213,3,2244.7,1
13408.0,6,46,23616.422,3
13410.0,28,4,1198.9,0
13412.0,255,1,487.34999999999997,1
13413.0,274,6,429.44,1
13414.0,98,3,1103.64,0
13415.0,107,4,800.67,0
13416.0,371,1,228.3,1
13417.0,182,4,1028.66,1
13418.0,7,15,6106.17,0
13421.0,41,6,2252.04,0
13423.0,63,1,217.03,0
13424.0,84,1,572.77,0
13425.0,143,2,1779.42,1
13426.0,17,12,4526.06,0
13427.0,112,3,423.93,0
13428.0,149,2,281.51,1
13431.0,41,6,2047.14,0
13432.0,206,2,439.1,1
13433.0,136,4,658.3199999999999,0
13434.0,20,3,1132.6200000000001,0
13435.0,11,2,665.34,0
13438.0,182,1,46.5,1
13439.0,23,2,702.9,0
13440.0,58,7,1295.25,0
13441.0,66,1,424.26,0
13442.0,302,3,419.87,1
13443.0,83,6,1280.16,0
13444.0,9,2,631.6800000000001,0
13445.0,261,1,241.89999999999998,1
13446.0,65,11,3881.89,0
13448.0,8,9,5701.5,0
13450.0,9,7,2076.32,0
13451.0,16,6,4214.77,0
13452.0,107,1,139.8,0
13453.0,37,1,424.71,0
13454.0,276,1,219.87,1
13455.0,1,5,1847.59,0
13457.0,323,2,148.22,1
13458.0,14,2,2312.7,0
13459.0,259,2,1160.4099999999999,1
13461.0,42,3,2715.0,0
13462.0,45,4,1002.35,0
13464.0,29,5,2422.96,0
13465.0,81,2,931.12,0
13466.0,43,4,705.45,0
13468.0,3,38,7685.54,3
13469.0,288,1,82.4,1
13472.0,98,2,592.24,0
13473.0,209,6,2235.12,1
13474.0,78,2,434.2,0
13476.0,41,3,823.0,0
13477.0,90,5,1379.59,0
13478.0,104,5,2215.78,0
13479.0,87,2,550.42,0
13480.0,51,2,627.82,0
13481.0,9,6,2026.28,0
13482.0,262,1,151.45,1
13484.0,18,2,476.92,0
13485.0,11,10,2564.98,0
13487.0,140,2,271.47,1
13488.0,2,11,6619.57,0
13490.0,289,1,154.25,1
13491.0,7,18,3350.7400000000002,0
13495.0,3,6,3329.39,0
13497.0,3,5,972.28,0
13498.0,365,1,327.38,1
13500.0,36,1,299.53,0
13501.0,121,2,1544.79,0
13502.0,50,2,488.5,0
13503.0,114,5,1688.54,0
13506.0,4,4,1180.68,0
13508.0,277,1,176.07999999999998,1
13509.0,142,1,135.0,1
13510.0,10,7,2766.73,0
13511.0,311,1,282.76,1
13512.0,22,3,462.18,0
13513.0,76,2,619.49,0
13514.0,63,3,663.7,0
13515.0,84,2,374.7,0
13516.0,52,1,295.85,0
13519.0,77,1,220.46,0
13520.0,6,6,3285.05,0
13523.0,1,2,1136.64,0
13526.0,373,2,1182.0,1
13527.0,53,5,2396.23,0
13530.0,269,1,402.97999999999996,1
13531.0,1,5,1254.72,0
13534.0,14,10,1850.82,0
13535.0,37,1,89.5,0
13537.0,60,2,717.85,0
13538.0,31,5,1831.88,0
13539.0,55,4,938.02,0
13540.0,102,3,632.39,0
13541.0,62,2,785.25,0
13542.0,11,17,4006.17,0
13543.0,269,2,1439.6100000000001,1
13544.0,46,4,537.59,0
13545.0,25,2,374.64,0
13546.0,17,2,465.15,0
13547.0,43,1,175.53,0
13548.0,106,1,226.57999999999998,0
13549.0,22,1,87.6,0
13550.0,18,1,349.51,0
13551.0,301,1,152.39999999999998,1
13552.0,63,10,3238.85,0
13553.0,309,1,517.8,1
13554.0,15,7,1638.28,0
13555.0,13,9,4849.91,0
13556.0,64,2,200.82,0
13557.0,50,11,2448.2,0
13559.0,147,2,990.0,1
13561.0,32,10,1678.86,0
13562.0,36,5,3038.85,0
13564.0,3,35,15500.53,3
13565.0,46,1,174.57999999999998,0
13566.0,69,3,833.41,0
13567.0,63,4,1083.69,0
13569.0,2,3,520.03,0
13571.0,17,14,2454.2200000000003,0
13573.0,14,4,622.07,0
13574.0,46,1,421.25,0
13576.0,8,11,4834.400000000001,0
13577.0,17,7,1801.68,0
13578.0,44,1,147.66,0
13579.0,4,4,1072.0,0
13580.0,41,1,107.75,0
13581.0,49,1,162.53,0
13582.0,24,2,241.68,0
13583.0,314,1,664.001,1
13584.0,133,2,250.05,0
13585.0,165,3,684.54,1
13586.0,176,1,131.53,1
13587.0,84,3,961.1,0
13589.0,84,4,741.09,0
13590.0,10,12,4367.67,0
13591.0,70,4,976.8100000000001,0
13593.0,22,9,3486.61,0
13594.0,120,1,136.35000000000002,0
13595.0,151,3,818.22,1
13597.0,35,2,396.71,0
13598.0,130,4,609.42,0
13599.0,1,14,5013.96,0
13600.0,269,1,298.9,1
13601.0,27,2,491.82,0
13602.0,16,3,596.28,0
13604.0,293,1,717.62,1
13605.0,22,2,522.67,0
13607.0,37,1,400.3,0
13608.0,175,1,236.2,1
13609.0,228,1,167.35,1
13610.0,22,7,1044.0,0
13611.0,9,7,2147.73,0
13612.0,267,1,818.29,1
13613.0,87,5,1039.8500000000001,0
